title_word_count,has_subtitle,is_series,pages_missing,pages_filled,pub_month_missing,pub_month_1,pub_month_2,pub_month_3,pub_month_4,pub_month_5,pub_month_6,pub_month_7,pub_month_8,pub_month_9,pub_month_10,pub_month_11,pub_month_12,genre_count,genre_fantasy,genre_romance,genre_contemporary,genre_young_adult,genre_mystery,genre_thriller,genre_historical_fiction,genre_suspense,genre_science_fiction,genre_crime,genre_classics,genre_paranormal,genre_chick_lit,genre_horror,genre_books,genre_graphic_novels,genre_religion,genre_poetry,genre_history,max_author_prior_nyt_count,min_years_since_last_pub,description_missing,description_word_count,description_sentence_count
3,0,1,0,292.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,43,3
5,0,0,0,264.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,296,20
3,0,1,0,509.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,292,20
2,0,1,0,391.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,9
2,0,1,0,319.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,158,9
4,0,1,0,342.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,329,16
2,0,1,0,336.0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,141,10
4,0,1,0,320.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,167,11
5,0,1,0,421.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,7,0,57,8
2,0,1,0,332.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,10
1,0,0,0,351.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,110,3
3,0,1,0,320.0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,5
3,0,0,0,374.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,5
7,0,0,0,321.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,5
3,0,1,0,334.0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,138,10
4,0,1,0,767.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,183,9
6,1,0,0,144.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,2
