gb_id,title_word_count,has_subtitle,is_series,log_pages,pub_decade,genre_fiction,genre_fantasy,genre_romance,genre_contemporary,genre_young_adult,genre_mystery,genre_thriller,genre_historical_fiction,genre_nonfiction,genre_classics,genre_crime,genre_suspense,genre_science_fiction,genre_paranormal,genre_chick_lit,genre_horror,genre_biography,genre_history,genre_books,genre_memoir,genre_count,author_prior_nyt_count,years_since_last_pub,is_debut,num_credits,has_multiple_credits,description_word_count
28,4,False,False,4.6443908991413725,1930,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,0,2.0,False,1,False,128
29,4,False,False,6.222576268071369,1990,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,85
30,4,False,True,5.877735781779639,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,154
31,2,False,True,5.342334251964811,1990,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5,0,4.0,False,1,False,31
32,7,False,True,5.332718793265369,1950,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,112
33,4,False,False,6.2166061010848646,2000,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6,0,,True,1,False,208
34,4,False,True,6.728628613084702,1990,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,14.0,False,1,False,293
35,3,False,False,5.910796644040527,2000,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,8,0,,True,1,False,321
36,3,False,True,5.929589143389895,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,167
39,3,False,False,6.133398042996649,2000,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,58
40,3,False,False,5.817111159963204,2000,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,177
41,3,False,False,6.315358001522335,2000,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,3.0,False,1,False,163
42,2,False,True,6.335054251498059,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,280
43,4,False,False,5.176149732573829,1970,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,10.0,False,1,False,258
44,3,False,True,6.186208623900494,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,169
45,1,False,True,6.4457198193855785,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,180
46,1,False,True,6.222576268071369,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,152
47,6,False,True,5.267858159063328,1970,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,0,,True,1,False,149
48,3,False,False,5.666426688112432,1930,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,70
49,2,False,True,6.6293632534374485,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,276
50,5,False,False,5.713732805509369,2000,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,6,0,,True,1,False,119
52,2,False,False,5.220355825078324,1950,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,3,True,147
53,9,False,False,5.424950017481403,2000,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,0,,True,1,False,137
54,5,False,False,5.786897381366708,2010,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,0,,True,1,False,122
55,3,False,True,5.991464547107982,1990,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,10.0,False,1,False,94
57,3,False,False,6.049733455231958,2000,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1.0,False,1,False,151
58,1,False,False,5.62040086571715,1960,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,5,0,1.0,False,1,False,58
59,4,False,False,6.945051063725834,1930,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,37
60,4,False,False,5.921578419643816,2000,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,4.0,False,1,False,139
61,6,False,False,5.365976015021851,1990,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,194
62,1,False,True,6.26530121273771,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,1.0,False,1,False,175
63,2,False,True,5.783825182329737,1980,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,248
64,2,False,True,6.492239835020471,1970,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,8,0,2.0,False,1,False,80
65,2,False,True,6.431331081933479,2000,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6,0,0.0,False,1,False,104
66,3,False,False,5.402677381872279,2000,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,115
67,3,False,True,5.666426688112432,1990,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,186
69,1,False,True,5.455321115357702,1990,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,2,True,129
70,4,False,True,6.07073772800249,2000,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,305
72,3,False,False,4.543294782270004,1940,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,4,True,117
73,3,False,False,5.666426688112432,2000,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,1,False,316
74,3,False,False,5.337538079701318,1990,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,5,0,6.0,False,1,False,196
76,3,False,False,4.174387269895637,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,117
77,4,False,False,6.246106765481563,1980,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,20.0,False,1,False,137
78,1,False,True,4.7535901911063645,1950,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,5,0,,True,2,True,116
79,2,False,False,5.723585101952381,2000,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,2.0,False,1,False,99
80,3,False,False,6.124683390894205,1970,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,142
81,2,False,False,5.262690188904886,1960,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,200
82,3,False,True,5.953243334287785,2000,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,100
83,10,True,True,5.771441123130016,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,2,True,367
85,5,False,False,6.035481432524756,1960,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,2,True,43
87,3,False,True,6.363028103540465,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1.0,False,1,False,152
89,6,False,True,6.222576268071369,2000,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,1,1.0,False,2,True,116
90,3,False,True,6.278521424165844,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,0.0,False,1,False,124
91,3,False,False,6.304448802421981,1990,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,1,5.0,False,1,False,87
92,5,False,False,5.60947179518496,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3,0,2.0,False,1,False,92
93,5,False,False,3.6375861597263857,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,42
95,2,False,False,5.488937726156687,2000,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,5,2,1.0,False,1,False,171
96,1,False,True,6.267200548541362,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,1.0,False,1,False,162
97,1,False,False,5.648974238161206,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3,0,,True,1,False,138
98,4,False,True,5.910796644040527,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,,True,1,False,129
100,4,False,True,6.877296071497429,1990,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,2.0,False,1,False,251
101,4,False,False,5.996452088619021,2000,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,198
102,1,False,False,6.118097198041348,1960,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,87
103,3,False,False,5.351858133476067,1990,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,7,0,,True,2,True,146
104,1,False,False,6.272877006546167,2000,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,9.0,False,1,False,107
106,4,False,False,5.666426688112432,1980,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,176
107,3,False,False,5.752572638825633,1980,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,0,13.0,False,1,False,148
108,6,False,True,5.68697535633982,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,,True,1,False,149
109,1,False,False,5.805134968916488,1950,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,2,True,90
110,12,True,True,6.008813185442595,1990,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,2,True,206
111,2,False,False,4.343805421853684,1990,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,2.0,False,1,False,31
113,11,True,False,5.71042701737487,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6,0,,True,1,False,172
114,2,False,False,6.4425401664681985,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,5,0,4.0,False,1,False,265
115,6,False,False,5.786897381366708,1960,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,116
116,6,False,False,4.574710978503383,1950,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,2,12.0,False,1,False,54
117,4,False,False,6.173786103901937,1930,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,1,2.0,False,1,False,175
118,7,False,False,5.2832037287379885,2000,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,0,,True,1,False,164
120,3,False,True,6.295266001439646,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,199
121,4,False,True,7.071573364211532,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,2.0,False,1,False,210
122,6,False,False,5.950642552587727,1990,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,4.0,False,1,False,107
123,1,False,True,6.7464121285733745,1990,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,126
125,6,False,True,5.8664680569332965,2010,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,7,0,,True,1,False,150
126,7,False,True,6.340359303727752,2000,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,2,1.0,False,2,True,149
127,2,False,False,5.953243334287785,2010,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0,3.0,False,1,False,152
128,5,False,True,6.884486652042782,1980,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,4,4.0,False,1,False,263
129,6,False,False,6.2766434893416445,2010,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,193
130,11,True,False,6.20050917404269,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,4,0,11.0,False,1,False,265
131,2,False,False,6.322565239927284,2000,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,6,0,1.0,False,1,False,158
132,2,False,False,6.648984550024776,2010,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,11.0,False,1,False,168
133,5,False,False,5.455321115357702,1990,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5,0,2.0,False,1,False,148
134,3,False,True,5.308267697401205,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,120
135,3,False,False,5.783825182329737,1990,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,141
136,4,False,True,5.634789603169249,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,94
137,2,False,False,5.6240175061873385,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,5,2.0,False,1,False,137
138,3,False,True,6.118097198041348,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,221
140,3,False,True,5.777652323222656,1950,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1,17.0,False,1,False,90
141,2,False,True,5.777652323222656,2000,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,141
142,4,False,False,4.143134726391533,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,2,True,133
143,5,False,True,5.176149732573829,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,3.0,False,2,True,40
144,5,False,True,5.8916442118257715,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,109
146,2,False,False,4.820281565605037,1940,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,2,True,44
147,3,False,True,6.317164686747284,2010,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,269
148,3,False,False,5.796057750765372,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,2.0,False,1,False,102
149,4,False,True,6.967909201801884,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,2.0,False,1,False,139
150,1,False,True,5.91350300563827,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,113
151,2,False,True,6.455198563340122,2000,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,2.0,False,1,False,127
152,2,False,False,7.050989447068045,1970,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,6,0,,True,2,True,73
153,3,False,False,5.968707559985366,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,7,1.0,False,1,False,150
154,2,False,False,6.236369590203704,1990,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,6,0,,True,1,False,113
157,3,False,True,5.945420608606575,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,127
158,1,False,False,7.018401799069201,1980,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,7,6,1.0,False,1,False,83
160,3,False,False,5.68697535633982,1960,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,81
161,2,False,True,6.115892125483034,1990,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,5,0,,True,1,False,247
163,3,False,False,5.840641657373398,1960,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,7,1,7.0,False,1,False,125
164,2,False,True,6.335054251498059,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,2,True,112
165,2,False,True,6.1779441140506,2010,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6,0,1.0,False,1,False,127
166,1,False,False,5.484796933490655,1980,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,1,2.0,False,2,True,201
167,3,False,False,5.971261839790462,2010,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,192
168,4,False,True,6.495265555937008,2000,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,14.0,False,1,False,155
169,1,False,True,6.054439346269371,2000,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,1.0,False,1,False,107
170,4,False,True,7.026426808699636,2010,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,6.0,False,1,False,251
171,5,False,True,7.104144092987527,1950,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,1,1.0,False,1,False,213
172,10,True,False,5.755742213586912,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,1,False,128
173,1,False,False,6.0330862217988015,1980,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,6,0,,True,3,True,87
174,5,False,True,6.4967749901858625,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,113
175,5,True,False,5.736572297479192,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,0,3.0,False,1,False,109
177,3,False,True,5.680172609017068,2000,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,6,0,5.0,False,1,False,39
178,11,True,False,5.676753802268282,2000,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,1,False,225
179,5,False,False,5.579729825986222,1930,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,6,0,1.0,False,1,False,290
180,3,False,True,6.234410725718371,2000,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,6,0,6.0,False,1,False,279
181,2,False,True,5.971261839790462,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,166
182,2,False,True,5.768320995793772,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,1.0,False,1,False,151
184,4,False,True,5.8377304471659395,1970,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,6,0,,True,1,False,322
185,2,False,True,5.820082930352362,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6,0,3.0,False,1,False,134
186,4,False,True,5.771441123130016,1990,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,6,0,,True,1,False,158
187,6,False,False,5.916202062607435,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,4,0,,True,1,False,427
188,5,False,True,6.045005314036012,1980,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,7,0,7.0,False,1,False,54
189,2,False,True,5.808142489980444,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,169
190,7,True,False,5.6937321388027,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6,0,5.0,False,1,False,277
191,1,False,False,5.863631175598097,2000,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5,1,3.0,False,1,False,105
193,3,False,True,5.771441123130016,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,64
194,3,False,False,5.926926025970411,2010,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,,True,1,False,127
195,7,False,False,5.7745515455444085,2000,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,135
196,3,False,True,5.814130531825066,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1.0,False,1,False,131
197,4,False,True,6.643789733147672,1950,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,3.0,False,2,True,178
198,6,True,False,4.976733742420574,,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,53
199,4,False,True,5.220355825078324,1990,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,1,False,170
200,3,False,True,6.340359303727752,1980,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,77
201,2,False,True,5.983936280687191,2000,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,,True,1,False,56
202,1,False,True,6.115892125483034,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,109
203,3,False,False,6.400257445308821,1950,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,5,5.0,False,1,False,209
204,2,False,False,5.857933154483459,2000,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,0,3.0,False,1,False,129
205,2,False,False,6.182084906716632,1990,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,2,1.0,False,1,False,146
206,3,False,True,5.726847747587197,2000,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,2,True,222
209,2,False,False,5.68697535633982,2000,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,231
210,2,False,True,5.44673737166631,1980,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,5,3,1.0,False,1,False,87
211,6,False,False,5.855071922202427,1980,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,2,True,82
212,3,False,False,5.983936280687191,2010,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,2.0,False,1,False,173
